id,type,name,country
7130803c-85ad-4020-8580-67ff3929e358,Professional Limited Liability Company,Realty Zone,Réunion
c2e68095-8fc0-423d-8a16-66f1ef6ed3ba,Professional Limited Liability Company,Mattel,China
3a5650aa-85ea-47e6-91d3-4601fccb2d86,Professional corporation,Avis Budget Group,Cocos
49926f88-0fc4-48d5-9432-ae5a51f5f416,Limited Liability Limited Partnership,ONEOK,Russia
4b54bd88-c8bd-4f09-ad25-0a5a96f17c24,Corporation,Liberty Wealth Planner,Mali
415dde0d-6279-4a7b-be7a-599c7508ca3c,Limited Liability Company,Acuserv,Mali
544ae512-d3cd-4000-9494-23ee07627d1d,Limited Partnership,Xilinx,Yemen
46f85aa4-685c-4d70-84c4-304dbb128d74,Incorporated,BNSF Railway,Fiji
aad6b6ac-93f4-43ef-a588-bbf85ef83183,Limited Liability Partnership,Vibrant Man,Andorra
3426b616-67e5-4f7b-96cc-e2ed33b75c5c,Limited Liability Partnership,Russell Investment Group,St. Helena
2b9d82f1-5289-4779-a018-f724770acc6d,Professional corporation,Strongbod,French Polynesia
5e686962-57ef-44c5-b146-f5b0b6f5e9fe,Corporation,Northern Star,Cook Islands
3220c8e4-ea9e-4214-8b04-3a12db51939a,Limited Liability Company,Intel,Palestinian Territories
44d9a2bb-bd18-47df-b798-6a21b4345682,Limited Partnership,Life Map Planners,Swaziland
2b887029-25d7-4c28-85f7-b0ae331b8470,Limited Partnership,Universal Studios,Bahrain
c863a58c-2ed9-43df-b02a-4c26224d99b7,Professional corporation,Pro-Care Garden Maintenance,Western Sahara
8c86e49f-555c-459f-9770-b4655485ded5,Limited Partnership,O'Reilly,Zimbabwe
407f75ad-4319-4338-b671-e16a9b35f471,Professional corporation,Broadcom,Senegal
0084a631-bcbf-4e6b-97ff-89d0b1f3c3dc,Limited Liability Partnership,Quality Event Planner,Gambia
307ac14f-ca19-4162-ae9f-9c37711c4eaf,Limited Liability Partnership,Afforda,Réunion
407af01a-41af-4b40-aed6-ebd17d79a7e0,Limited Liability Partnership,VonMaur,Taiwan
9e4df450-ea05-415d-8f0d-7b026b1cfd27,Limited Liability Company,Firestone Tire and Rubber Company,Georgia
69e3c370-3a7e-4d81-bf8d-fefffe41a917,Limited Liability Company,Barnes & Noble,Cayman Islands
9de59f84-fedb-405f-adee-dcf77ea010b6,Limited Liability Limited Partnership,Quality Event Planner,United States
c5edaa53-24cf-49eb-99de-4dfe160ccc51,Limited Liability Company,Gemini Sound Products,Turkmenistan
c936d227-f934-4565-900f-3f4116bb4736,Incorporated,Schoep's Ice Cream,St. Martin
abe77f32-644b-46dd-a3b3-d28acdfa2204,Limited Partnership,Kroger,Congo - Brazzaville
6d5e9ecd-d9ab-4639-b420-ab588701a204,Limited Liability Partnership,Accuquote,Zimbabwe
f9f30c7e-e6f1-4688-9357-07ecb51a411d,Professional corporation,Grey Fade,Spain
f87385ce-6b63-410c-8c6a-1aded3e27b9d,Limited Partnership,Manu Connection,Bulgaria
bfec7b19-f0ff-4016-b19b-631eb3bb24b1,Professional Limited Liability Company,Fidelity Investments,Cape Verde
76c77d16-b59d-4e9f-854f-96a2bfec5527,Incorporated,MTX Audio,Switzerland
c18ae7e2-ffc4-4606-87d7-a5e806414df1,Limited Partnership,Planetbiz,Mongolia
66103315-55b0-403f-be01-b3ceeb72faff,Limited Liability Company,JCPenney,Vatican City
106d0cba-9658-4075-b16f-98799bf88c82,Professional corporation,Hot Topic,China
8cdcaa19-4dd5-4691-8d6e-5c17490debf0,Professional Limited Liability Company,JCPenney,Bahrain
284a48b7-d0f2-41a9-a79c-a5bed407acac,Professional corporation,Benchmark Electronics,Qatar
7381258d-5a94-481a-aa98-3cf7ec004ce7,Incorporated,Honeywell,Cook Islands
eab096f1-3607-49c1-b1f1-34f2131dad1a,Professional Limited Liability Company,Tesla Motors,Diego Garcia
1981ba8a-2cd0-42f0-96ea-7c4f6e41c54b,Limited Liability Limited Partnership,Electronic Geek,Japan
799acce2-677d-4e29-8b60-3de3dfdf8127,Professional corporation,Veramons,Guatemala
b667c152-f551-429b-866b-ff60f79ad022,Corporation,Gatorade,South Korea
01f16784-fa3e-48b5-be7b-aebe0126d993,Limited Partnership,Venus Swimwear,Armenia
bb9a9330-3326-4521-8718-680cdeb75a9a,Limited Liability Company,Realty Depot,Finland
08c1d00d-3e43-4fae-b131-f07caca53076,Professional Limited Liability Company,Federal Home Loan Mortgage Corporation,Jersey
14a3d1e5-d8e4-455b-8d77-857e54454b76,Limited Partnership,JL Audio,Marshall Islands
525a8dbb-1ff1-424a-b8c7-6f6d86635a13,Limited Liability Limited Partnership,EMC Corporation,Ecuador
7edb5ae3-25ad-4dbb-906b-2580bc1737a8,Incorporated,Harman International Industries,Sint Maarten
dcba95ac-b36f-48dd-b3af-c2b88263302d,Professional corporation,Adaptec,Somalia
3f0ace7b-edc4-4d05-af85-2c96ddea9ce4,Limited Liability Partnership,Washburn Guitars,Serbia
818b96dd-bb1d-459d-8283-8b423f261cca,Limited Liability Partnership,Vaughan & Bushnell Manufacturing,Diego Garcia
10ad3d9e-e4ce-403d-98b3-d417d98439fe,Limited Liability Limited Partnership,Mission G,Micronesia
166d19df-463d-42bf-9142-6646e7b9a90b,Incorporated,America Online,Thailand
02ebec79-d827-4031-a981-55a9772e0489,Limited Liability Company,Magna Solution,Vietnam
5c9a72bb-8151-471b-9873-6d0269ccb62d,Professional corporation,Boise Cascade,Luxembourg
c99eb4a9-b398-4d8a-b76a-b84869525d22,Limited Liability Partnership,Road Runner Lawn Services,Morocco
2d944a84-fea7-4f0b-aefe-8c427fb7605b,Professional Limited Liability Company,Liberty Wealth Planner,Japan
66588b64-6130-4f83-860e-5e93617c90d9,Limited Partnership,Alladin Realty,Slovakia
967e93dd-ff38-4f11-9080-51c65e724aa8,Limited Liability Partnership,First Rate Choice,Martinique
def70055-1bb8-4287-9356-45ddb4a8e61a,Limited Liability Company,Home City Ice Co.,Tristan da Cunha
2b0dd9c9-0a7f-4c0f-a753-55817693e180,Limited Liability Partnership,U.S. Steel,Netherlands
e791cd02-29e8-4f50-b827-802b5c0cd44a,Corporation,AskMeNow,Mali
0787e67c-f20b-4fee-b25f-8354cfb2a96c,Professional Limited Liability Company,Creative Wealth Management,Georgia
a5ea40d1-2694-4bcc-8054-69246f81ce8f,Limited Liability Partnership,Winnebago Industries,Ethiopia
975101f9-c276-4d67-bc21-4145f23a4b8e,Limited Partnership,Bio-Rad Laboratories,Christmas Island
2e0c4772-fcef-482d-8219-669ba7b28e38,Limited Liability Company,Fruit of the Loom,Chile
b8bdb2d3-8276-4528-bf8b-5feda00cddff,Limited Liability Limited Partnership,Novell,Angola
cff05bcd-379c-4a7a-944e-f7441bfa9f0f,Limited Liability Limited Partnership,Esselte,Kuwait
50f97aa3-e717-404f-89bb-00244f8c233e,Corporation,Magna Consulting,Nauru
6508177b-7f9f-43c2-ba94-245d156bafd8,Professional corporation,Georgia Pacific,American Samoa
72cfb374-4d60-44c8-ba2b-c2fee202d14a,Professional corporation,Minnesota IMPLAN Group,Ecuador
8a2a5583-48cb-4970-816f-3be0db287c7e,Incorporated,Minnesota IMPLAN Group,Iraq
76bcbb66-7a10-4be4-971c-859ea823a8ce,Incorporated,Solution Realty,Rwanda
846b91df-e9cd-4086-b851-c6fb9896c82f,Incorporated,Soyo Group,Palau
bd7bfc75-ea5f-4e3d-af53-92d10cd884c3,Limited Partnership,Boston Scientific,Singapore
5d416338-1db8-4615-9316-4a6952f2a6c7,Professional Limited Liability Company,Autoliv,Falkland Islands
f501bff4-750d-4192-8164-2a35fc3834bc,Limited Liability Partnership,Honest Air Group,Bermuda
31b085db-2dbf-45f6-8725-d7a75c11b508,Corporation,Iron Mountain,Montenegro
4c763b80-8316-4967-8f2c-0ebbced544f7,Professional Limited Liability Company,Strategy Consulting,Kenya
b965993a-c040-44ed-9a03-1719e121aecb,Limited Liability Company,Group O,Equatorial Guinea
df92f891-55c1-46f4-a7b7-95fd2483e33f,Professional Limited Liability Company,Red Bears Tavern,Netherlands
40e8895e-b940-40b3-8142-05ceda5b5d9a,Limited Liability Company,Lockheed Martin,Guam
34252d2f-5fc7-4246-a3ba-742f59bf4713,Professional corporation,Accuquote,Kosovo
04ac4c6d-2322-4256-9914-9c83a3c1d46d,Limited Liability Partnership,Architectural Genie,Iceland
01a724f5-7b15-4eda-af6b-e9487b0820c4,Limited Partnership,Federal National Mortgage Association,Angola
af6ecbc7-e836-4308-b929-c497efd5535e,Professional corporation,Procter & Gamble,India
b0545028-fac7-4740-a8f8-b3dcf3202627,Professional corporation,America Online,Egypt
42eb7b54-833e-4751-8965-c0d760839f5d,Limited Liability Company,Plan Smart,Turkey
6ff472f7-6c20-4c6d-9246-18c7f2df8ae3,Limited Liability Partnership,Mauna Loa Macadamia Nut Corp.,Faroe Islands
235e25f9-460e-4187-b9ad-c94790d504a9,Incorporated,Monk House Maker,Ceuta & Melilla
3dc5a6d8-8954-4106-b414-aeb26962504b,Incorporated,Home City Ice Co.,Lebanon
ba9517c6-0497-40e4-b924-c902771c62c1,Professional corporation,American Apparel,Cambodia
cecb8a02-7901-4b4b-bbb8-0195089d73f6,Limited Liability Partnership,Hastings Entertainment,Croatia
0ce9627e-5087-4346-a8e6-9f976efc5dcb,Professional corporation,AVST,Iraq
28683b5c-9d73-4f85-b4d0-bc95702f9c62,Limited Liability Limited Partnership,Trinity Industries Inc.,Syria
f330812c-31b4-46f2-8a62-59800cf9166f,Limited Liability Partnership,Equifax,Guyana
2109ff57-f7c7-49fb-b5fa-77e97a896315,Professional corporation,The White Rabbit,Romania
bef76061-8f05-4c67-b496-150603feaf80,Limited Partnership,Boston Scientific,Cameroon
f9dc67ac-b66e-4838-88f8-c73246a83860,Corporation,Amazon.com,Mauritius
932f9c99-460c-4cf1-b285-4668413db720,Professional corporation,Lawn N' Order Garden Care,Marshall Islands
edc3cfed-6f4e-4f3c-ad7b-97fdd03aeed4,Limited Partnership,Abercrombie & Fitch,Tonga
c52ff27e-ae46-4f46-81d5-6e6783497eac,Corporation,BlackRock,Luxembourg
1f933e7b-a4b7-4ba3-9a93-a0fc26de19bf,Limited Liability Limited Partnership,Vertex Pharmaceuticals,Thailand
03900efe-7c7f-4140-a318-c21ead3e8734,Limited Liability Limited Partnership,Verbatim Corporation,Åland Islands
fcb239a5-d87e-43dd-916d-8821faa420ff,Limited Liability Limited Partnership,Eastman Chemical Company,Canada
6de52cfc-7510-47b6-80bd-411fdfca3d5e,Limited Liability Limited Partnership,Reliable Investments,French Polynesia
381bbd31-52e1-499a-8c65-5fb6ec1f9182,Limited Liability Limited Partnership,Landskip Yard Service,Singapore
266b0432-0893-42ea-b109-88fdbac1d657,Corporation,ACCO Brands,Uzbekistan
daf004fa-b004-4b79-96ba-4eff10af1fd7,Incorporated,The Liberty Corporation,Pakistan
970d507a-c60b-415b-8118-fb85e8f99b8c,Corporation,Strategy Consulting,U.S. Outlying Islands
7c822d73-dcd6-4e91-910a-46f3d5306a74,Corporation,Shirokiya,Ukraine
4238c246-e6a4-47e0-aa23-82c0f98458d2,Professional corporation,Bonanza Produce Stores,Guinea-Bissau
361dcb55-d3b9-46cb-bc81-de65638df177,Professional corporation,Fairchild Semiconductor,Guam
95a60a11-0ac2-4fde-be88-980a01529a0f,Limited Liability Limited Partnership,Steinway & Sons,Liechtenstein
74d7b4b6-7229-4372-b999-abed31253dbf,Professional Limited Liability Company,Omni Tech Solutions,Sri Lanka
fbe905ff-c720-42ae-b226-bf003730b74c,Limited Liability Partnership,Eureka,French Polynesia
a766735f-3144-4578-978a-d89817e7ffd2,Corporation,Goldman Sachs,Diego Garcia
535d6e23-a2b6-4682-8e6a-2f95b6ba9be4,Limited Liability Partnership,Landskip Yard Service,St. Vincent & Grenadines
74dc2fd9-b9d9-4bc9-abbb-1e6eb413251a,Limited Partnership,Pizza Hut,Norfolk Island
24ca65d4-5099-46ba-8137-e0264fc8eb1c,Corporation,The Pink Pig Tavern,Cambodia
fedb90fd-ae5b-455a-8ac1-589d5e1a3d71,Limited Liability Limited Partnership,Eden Lawn Service,Norway
7a112ddb-6913-4ebf-82bd-17b8d7a9f598,Professional corporation,Pointers,Romania
6a54d910-a6c9-4e5b-9859-8b642a37fce9,Limited Liability Company,Fiserv,Kiribati
32e1d469-440e-4575-8961-63716a4707ca,Limited Liability Company,AMETEK,Austria
a41fdd34-2afd-47a8-b01d-3ded02aa9f66,Professional Limited Liability Company,American Electric Power,United Kingdom
7574ac07-fffe-4fa6-912b-36ac1d9d9f52,Incorporated,Bed Bath & Beyond,Italy
e793d281-da48-4e53-9b5d-4619e0815755,Incorporated,Office Depot,Burkina Faso
f010ba15-b77e-4011-bcf1-7f40ab38f1ca,Limited Liability Partnership,Colgate-Palmolive,Seychelles
493a3d75-0aba-4f54-86ac-092606c627ff,Professional Limited Liability Company,Pointers,Aruba
55adf28c-980d-4f52-b33d-c7a0c40dd2d3,Professional corporation,General Mills,Netherlands
f51720b1-8832-44c0-99e4-b645ecb4bae8,Incorporated,The Flying Hippo,Lithuania
56fade3f-9b69-4948-8190-53ac7681f108,Limited Liability Company,Sears,Norfolk Island
e56b9400-008b-4acc-9582-5c7d52a331d2,Limited Partnership,Blyth  Inc.,Italy
6234de6d-51a4-42b9-95f2-cd73a4ed47a7,Limited Liability Company,Bold Ideas,Côte d’Ivoire
53a1c47c-23f1-4f0c-bb7b-42051cde832f,Professional corporation,Vermeer Industries,Congo - Kinshasa
788d97b9-1deb-4e0f-9528-2e445b6cee2c,Professional Limited Liability Company,Arch Coal,Indonesia
8b27f5c5-1dfc-4f79-b33d-d22044287115,Limited Liability Company,CIGNA,Denmark
fcf1b3ae-cf11-41c3-b6b7-9dfb9a6cf1ab,Professional Limited Liability Company,MTX Audio,Netherlands
a5446d26-8bc0-47a6-8b3b-9c41ad346860,Professional Limited Liability Company,Northern Star,Netherlands
9046b318-828b-462a-ab88-63baa3c45d5a,Limited Partnership,Wells Fargo Bank  N.A.,Bangladesh
df50e462-dad2-411c-be7f-802a5f3f079e,Limited Partnership,Omni Tech Solutions,Guyana
2d04704a-4e13-4182-bcd0-4d3c979c0b93,Limited Liability Limited Partnership,Sunny Real Estate Investments,Trinidad & Tobago
10da03cf-12ab-4f21-8f26-58ad7c954a10,Incorporated,Galaxy Man,Marshall Islands
f5c1e453-42be-4702-a062-6f3fc767f14a,Incorporated,Minnesota IMPLAN Group,Croatia
c402436d-dc95-458a-96a2-92c3015ae2aa,Professional corporation,Opti-Tek,Slovenia
be41b304-c325-43a9-bb59-44930081f7d7,Limited Liability Company,American Apparel,Germany
af3b2794-9fc2-45ea-a49c-843520271eb5,Limited Liability Partnership,Tully's Coffee,Cape Verde
236cafcf-02ca-4881-ac28-afb2c6233393,Corporation,Buena Vista Garden Maintenance,United Kingdom
2e398b39-9c01-4181-91e6-20ccab81d15f,Corporation,American Axle,Rwanda
9504f2d2-9144-43b6-9c9f-72b67ff6b9fd,Limited Liability Company,Protean,Mauritania
2589fa2a-e766-4fd1-9c8c-6887d2434b20,Corporation,Kraft Foods,Mauritius
f3a6d96c-389f-405f-ad99-c70bddfdfbef,Corporation,BNSF Railway,Spain
7429f282-b95b-4fb6-b504-fce64b686d5a,Limited Liability Limited Partnership,AVST,Australia
ef05adac-b4dd-4bd8-a233-e613837314d1,Limited Liability Partnership,AT&T,Kyrgyzstan
eb34ca6e-b721-4a68-b199-6f3939d44f78,Limited Partnership,Wise Appraisals,Congo - Brazzaville
8fe55b38-56e3-4f23-b8bc-c9f2213577a2,Limited Liability Company,Burger King Holdings,Indonesia
991ce667-1558-4f37-825d-0fea5200e816,Limited Liability Partnership,Firestone Tire and Rubber Company,Nepal
4d46b68f-d813-4c1f-ad18-2be0ef53c75d,Incorporated,Verizon,Martinique
9ed60821-a535-405a-a951-035219d1ab16,Limited Liability Company,Strength Gurus,Sweden
fa495806-b477-4a83-bb20-168560504768,Limited Liability Partnership,Amkor Technology,Belarus
ececb44e-57b5-48f0-895c-cfe8f4da1823,Corporation,Brinker International,Moldova
e3514fe2-1c81-4a7c-ba0f-2b7728e1e6a9,Limited Liability Company,Discover Financial Services,Belarus
0992a58b-e0f5-42dd-b098-261718b27bce,Professional Limited Liability Company,International Business Machines (IBM),Saudi Arabia
945a70c0-ea7a-446a-adbb-b59f0b87dc27,Limited Liability Limited Partnership,Verizon Wireless,Vietnam
e1d6a75f-924f-4f19-a108-f9af293f6f2c,Corporation,OSI Restaurant Partners,El Salvador
2c376867-4232-4190-aec7-1af3618a7f23,Limited Partnership,Gamma Grays,Suriname
d31d53e6-f2b4-4b38-8148-adfc6970a9a1,Professional Limited Liability Company,Powerbod,Haiti
99d7ff31-e8b3-43a9-a105-99b31d6cd15e,Limited Liability Company,a21,Curaçao
f27652c8-e405-4ca7-a8c3-09963eb882cf,Professional corporation,KPMG,French Southern Territories
4cfb8c50-08d4-4dd9-82a7-0426468aac57,Limited Partnership,Pro Property Maintenance,Azerbaijan
5d3b59b8-933d-4fa1-b4c7-c51ce97355c6,Limited Liability Company,Interstate Batteries,San Marino
b60df1a3-e46c-4c14-ac5a-aecf4fbb591a,Professional Limited Liability Company,Respironics  Inc.,Trinidad & Tobago
4fb02e6b-f527-4b4d-8958-bab42e278b36,Professional Limited Liability Company,Planet Profit,Ghana
96225a33-1300-4b45-893a-7d42fb291521,Corporation,AutoNation,Moldova
43a0ca71-6846-4570-8668-75b9ebb47174,Professional Limited Liability Company,Benesome,Mauritius
d53f3c37-3018-43ab-82a8-807f02968cf5,Professional Limited Liability Company,Allegheny Energy,St. Pierre & Miquelon
7bd6c3c9-ebda-499d-857b-a785b2da7c74,Limited Partnership,Jimmy John's,Syria
155d2f8f-1460-40a7-9f08-1fb6a9f4e863,Limited Liability Limited Partnership,Price Waterhouse Coopers,Martinique
53013d48-1551-400f-a7bc-83531c343e27,Limited Liability Limited Partnership,Plan Smart Partner,Andorra
7b960b18-8b8a-4ead-80a3-3d027c0d35d8,Corporation,Buena Vista Realty Service,Caribbean Netherlands
f40eb5f0-7448-41a6-9339-1159148b03f5,Professional Limited Liability Company,Limited Brands,Zimbabwe
582a3d05-0a00-4cd1-8a26-c334c05341e9,Limited Partnership,J. P. Morgan Chase and Co.,Germany
2160aa34-f464-4d23-b800-f615dde3cb17,Incorporated,Harman International Industries,Montenegro
6e99917c-a06a-479f-82cd-1006eb3bb238,Professional corporation,Garmin,Norway
0be92066-abbd-4535-926e-28c4fbef03f5,Corporation,Hornbeck Offshore Services,Estonia
e845171c-1ba8-47a1-9278-e7750a6e9c52,Limited Partnership,DiC Entertainment,Sudan
7f08192d-d412-4503-9571-35a48e96d2ca,Incorporated,Starz,France
4bb4f34e-5807-4b13-8573-61f9ddf5ef59,Limited Partnership,Rivera Property Maintenance,Chile
dbbf0191-9d7f-46a0-be63-e7a57f8c7af4,Corporation,Target Realty,Brazil
b011bd5b-c033-4f7d-9b0e-a5b3cb4ca8ab,Limited Liability Limited Partnership,Circuit Design,Suriname
c37c6dce-e223-4537-8e75-64320e0e1618,Limited Liability Company,Aspyr Media,Wallis & Futuna
e447088d-828a-49f5-86e4-a7fc82ce8e4b,Professional Limited Liability Company,First Rate Choice,Cambodia
e82c4af2-a2ac-4eea-b9a7-292553159655,Corporation,TransDigm Group,Gabon
4d22bf81-2759-4a02-9958-100c7c096d7d,Limited Partnership,Fireball,Liberia
a264045a-90d8-45df-ad4f-347319e34d36,Limited Liability Company,CDI Corporation,Ethiopia
a1dd529e-4841-4033-be36-839c2b982168,Limited Partnership,Asian Answers,Eritrea
7cdd8195-8c91-4be2-8a33-b371ed4a075e,Limited Liability Limited Partnership,H. J. Heinz Company,St. Barthélemy
95e82ebc-0b1c-4128-b92c-d86e4e511206,Corporation,Bosch Brewing Company,Senegal
50ec942c-1c64-4d9d-ba1c-3d079451bba4,Professional Limited Liability Company,Six Flags,Vietnam
2e000e68-492e-4427-bb7b-07b9453c8299,Corporation,Laserfiche,Malawi
