id,source,target,date,time,amount,currency
06a9fba6-e713-453f-9259-54c3c27575e4,8a14584f-0ccb-4235-b136-c4c5b477bdc0,5709dd3d-ee99-4a3d-ab79-29c3afb0d519,26/26/2017,19:03:10,53673.2996021,None
5859edcb-d2ea-49fa-b1e4-7774a20d38bc,644b288f-1674-49ac-9025-84be99cd7e88,14be24d6-779d-4ff0-881a-14c26c0a0368,11/23/2015,00:10:36,76974.0714797,None
3b2f2294-aee6-4624-a4b7-cdf0c3312706,2dfe3571-f94e-49ac-b51d-ce59231982d7,24f48691-53ee-4152-985b-8d9f31dad8f8,10/03/2015,22:43:19,50719.5528892,SAR
cc08c7f2-ef34-4eeb-9dc3-77581ef7b5fa,707321e9-240f-42ab-93c9-72f0e21c40e3,32fe8e25-ced4-4ea4-9fe4-65473f685243,08/01/2016,09:48:40,52509.9548153,None
3bd9bc83-62da-457d-829b-83cff2f6f5c0,26ab4d15-c3ff-4ed0-8256-ed5d190b6420,47ca8d70-a572-45d0-ae71-f1aa2e3774f5,08/30/2016,01:30:52,65433.5693089,None
c9bb7c13-9f50-4216-af98-a2651e0a7b95,9e085a15-37b9-4b53-80ce-cfe1d03ec36a,07d85eaa-d98b-451e-ad04-374aacfc01c3,27/22/2015,09:14:36,51989.4064649,BIF
0580cc4f-6451-4101-8499-55616fa63768,1abb95ce-24ae-454b-98cc-4d85e7e11d48,aa8b86bb-a7ed-4274-95b7-23792b35b5ac,06/16/2015,01:17:53,51102.6235948,None
84ccad1b-d1e1-44ea-a95d-8d4d71f4b838,59751b32-3355-4c7a-8625-eab6398bbc75,09302d1d-d55d-4b96-9e85-eb53bd1b6dd7,08/17/2015,03:50:38,88436.441034,None
61c913d9-07c3-42ec-8d84-48884a93f144,663b1c0a-1146-4978-bdc7-bd9e0cd065ae,4d8df5e5-dc83-4d37-9ce3-1f2eb0c3116b,04/25/2017,13:31:15,58353.0855226,None
9c3dca13-296f-4cb9-82e6-552986176a59,4cb35d6c-cd58-4d65-904b-55ccbba01dc8,e15e902e-7241-4770-a2a6-bd106967262f,26/20/2015,00:59:40,53553.4521732,XAF
f17c1eb2-a115-4443-ae1f-c66ff1c89cda,4809ffb7-894c-4cf4-a6cc-cc58cf6a733b,cfc77b44-8735-40d3-9bd2-42590f2dc2e8,08/18/2017,15:57:30,61388.768292,None
0192ade2-eba6-4778-a772-d0779a045271,9c4adcd6-b61e-4815-a84d-29aa4cf150ec,49569285-bf21-418b-9a2b-04b98b03933f,01/01/2017,22:55:48,51872.5323322,XUA
4d95f608-d8f2-492b-ab05-e9f2d6a26abc,a18491fd-5cfb-46fd-b516-7f1e35b16c27,4c3de86f-6e28-472b-b88f-8740e95efccd,06/06/2017,12:53:21,50892.48048,None
24b928f3-56f6-4bec-81aa-eb0bcc462955,de19b692-a891-435b-8dd0-c6fc183f1932,6fb40d06-4b31-4e8f-931a-0fcb651eec05,01/11/2017,09:38:43,52032.3164586,None
90cddcf8-310f-45ef-b33b-d5742b3c6829,b21accba-be27-42a3-a7ca-0a3450958c59,25db02a0-4546-4062-a5c6-e26c8c905ec9,03/02/2017,12:09:28,86536.6605481,None
6903b3c2-fda4-4b05-80a1-8d3b97051aca,ff432b32-22b0-40b8-a8c1-16eb0bfb1f8d,03cc6c30-7bdf-46b8-bd41-7d232ffe9169,26/06/2016,14:33:21,70862.6067595,None
b3db6be4-87fa-4c97-aa8d-65bc6039811b,1002b591-28b3-4d1a-936f-99d5dc1b75e3,05cefe98-17b9-474b-9bc6-10700cef3623,06/28/2015,23:32:44,66026.504415,None
4ed98006-ba2a-491f-8932-bf997a97e5ca,674b6f5b-f305-44ba-a7ce-3ce76b16f718,52887d12-5e31-4c8c-836a-69913e67c410,12/27/2016,13:34:29,53808.7754424,CLF
9b34e61a-eb72-4ec4-9907-7001fe42db6b,768bb4c7-4e71-4f5b-81be-81db95fc697b,40b6fde3-191d-4c3d-af7b-e8cf8d842408,26/06/2015,09:08:02,72179.0874996,None
1cadf07f-8349-4102-98a4-6587875a41fb,08389231-40ff-42af-81f0-eca37cffe988,47e61b52-9c69-4f11-a59c-239801d0c0e4,04/10/2016,09:02:47,63013.14558,None
126db15d-0396-4525-866b-fe46ab1bc564,1b2dae06-de5d-4678-8162-2ecc8e2516e5,3756669b-a49a-4c15-98cd-c8bfdb0fe58c,26/16/2015,23:57:53,58964.8296394,None
028b40c0-ee7b-49bb-9d40-ba0c7c8752c6,5831917a-e909-48c5-abf1-d457446f2dd7,a5ab62a7-4472-4009-bac6-4d2514eb3087,26/22/2017,15:56:31,61491.0035003,None
82e0713a-1a28-4d2f-8033-d14012ca406d,6b788855-f63b-4622-914c-1d14cf009fc9,cb6d31c2-3bbe-45b5-a802-4721722c2177,26/28/2016,21:58:47,75254.6950846,None
0f523656-b0ed-4cb0-a14d-2d15822cb08d,76bac0ff-a7f8-4ff5-b814-5f5b69b6e999,c7078d83-dbfd-4040-aad5-9386e3602aca,26/18/2016,23:58:57,53596.8557751,None
fdfe36ff-7d5c-4c89-8fd9-a4f3faadadd6,e03c6264-add1-4288-b49b-07ef2c6af8df,f2f55878-dd00-4eb5-bd0c-4b7120ed1304,08/22/2015,01:00:56,75783.1465276,None
4f2a155d-9c39-4369-8101-c2c8797c2e01,243ca09c-40f1-4683-83ee-478014245dca,424ea0f0-1c82-4988-90ce-21395376c1bd,27/18/2015,09:57:27,77851.4779031,ARS
497f0c32-32aa-4616-b1c2-4708b2a2b2f6,f2b0261e-1e9a-4d53-ac2c-d03189d146b7,89b01281-6203-437e-b1d0-0332fbf0d143,27/22/2017,13:14:25,62474.4922412,None
cbb75bbd-1ac8-4ac8-ac03-74491d1d245e,ceec3ce7-2e7b-4880-bc8b-f8d454cabc2d,c158982b-21e7-4545-9e3d-de7d3543eeae,06/22/2015,20:26:49,64574.7566079,None
b3016c99-b18b-413e-8e0a-5615f3d3fd1d,eb6d84d9-85b7-44f8-80c6-86ba00f80402,6f76cb48-cc0d-4015-84fb-34b41a85c02d,04/06/2015,16:29:56,64004.6381995,BOV
d9afd5f1-2a3a-4f2c-a9d0-c89b87f30185,111d108d-deba-45fb-999e-83755e2f5864,7a0d550d-2ef9-47df-b38f-e011e1c7d866,27/05/2015,04:40:14,79044.0538586,None
d06ddd4d-76f7-482f-94f3-3f04e9a67add,014c14de-0bf2-4a22-8a59-fe98246962a2,27d2fd2a-c49d-4a55-a46c-f195e5e9a9df,27/28/2015,21:09:54,58928.3717978,None
59a95dd5-ab4c-4894-a295-a51ca1a549f5,6a8b595b-c4bb-43bd-95a6-e21ee7cc9475,2d7b9931-3738-4f60-8d3b-374daf09ec94,02/14/2017,03:03:37,61306.6282741,None
f28d5510-4d08-461a-91d2-5dfe5460a553,f71015b6-fded-4506-ac4c-bc97ffea112f,35f0eb45-d60c-4196-bf6c-23f99ebe7561,10/11/2016,18:21:05,83298.7268503,None
cd8d0e05-57b6-4888-88ae-1c1ef9d779e9,80915ae2-5021-4f62-a66a-2989b23d8dc4,e509b95e-4254-4c07-ba1e-1a734235f833,10/20/2015,05:55:45,50366.9850118,DJF
d34894ea-78de-4b59-88c3-de4512f0bc39,77b7fde1-059e-4ce8-b23a-9d09c789970d,5e0f829c-c2b7-4484-9f9b-acaf102b8e2a,27/04/2015,19:43:03,56656.7942779,None
7342ddb1-51cd-4ff8-876c-1d4607da79ba,5eb31d68-022d-4274-ad62-e53896ec2048,2548962a-cddb-4ffb-8ee1-e85f6915d138,04/14/2016,23:49:44,63003.5935851,ARS
f727cb8e-eeee-4947-8ab7-59a5192101d2,889c6dfc-29a0-4187-bcd1-8104a53f0d46,19f4a6d8-f51c-44dc-b05a-29a6d92c5d2d,09/11/2016,05:16:07,70413.9552118,None
e1c9f141-2acc-458f-9fea-ca7cbfe7fd83,c04f8e83-394d-448d-8d3d-376c41af2df3,25813734-fbb9-4d24-b537-eb7f0c2997d7,27/28/2016,12:36:50,58757.9028114,AED
3af45224-587d-475a-b149-f8b62e1bd354,d4d5f4f8-ce21-4f9c-a3f0-4c4401eed388,54e945a7-29b2-4cbe-b87d-ebfddc8441c4,10/25/2017,14:17:46,88055.5718784,None
dcc9deaa-6a34-494f-8acb-fdc23cae1065,02284cd2-bfb1-45f1-ac44-3f17a1171321,5ce70366-8c6b-4c15-aa88-3c20716d9328,01/28/2016,21:11:05,66032.0089829,None
40851de1-3c8b-4a1d-aed6-fe1a94d53260,f227ee9f-8807-4162-90e0-ec479b6c7cfb,118a1aa4-343f-4376-aec8-31d767a7c41b,08/03/2017,19:36:24,78927.1037404,None
17bf2337-bc81-44f9-a3a4-e27678a63763,17aaacf5-6f1e-4d1a-ab3e-465712156b2b,b5dfbc68-8325-474c-bbeb-4bfc3b7688df,04/14/2015,14:16:01,64716.9417451,None
a6222d55-fe25-4d90-90fd-ea2ed9b42192,ab5ea481-c178-4772-8fd9-8565216bcbfa,6226308d-dc66-429b-a0e9-b11e25b1b0b9,27/31/2017,21:28:52,67142.0793578,None
38e14b41-3442-42ea-9db9-f64b06b20c6e,ec085315-f618-4c14-9992-abcdebf2ae15,d9ed00b0-23f3-4a14-a4b2-ddc17517df4c,12/10/2016,22:37:53,76252.8305226,None
0b307b64-464d-45f1-a594-ed18ec29d3e7,8e03e8a9-86a9-4763-8f36-5e3489a4bf94,1002b591-28b3-4d1a-936f-99d5dc1b75e3,04/28/2015,23:32:44,65923.3568813,None
4cfd5fa5-2b70-41f1-a986-c47fd9541c11,b6d8d74d-57ae-47e8-89b2-1efb4aff92db,85ade37c-11d2-4ea4-a282-72e2239f89fe,08/07/2017,16:54:55,69865.7170611,KPW
22245bea-5901-4838-bedb-1ab84eeb5b03,db81a609-0181-4c7c-befa-32ab13dcf5ef,d309672e-c60c-44a3-8be7-8e82d331de64,03/31/2017,05:12:48,84462.388767,None
05353d55-b87f-4599-9990-8b7f01d4a978,fe20c575-2a25-48af-bfe6-6dec17dca0ee,86187db4-592a-4776-8898-039a61542218,25/22/2017,10:46:42,51533.2734437,None
722577cf-d6fb-4a25-ac92-7c4c3b58c4e6,8de3c08e-122f-4c6f-b80c-d7ac4de5621b,e625ebf1-9898-45ad-9615-09247dd2f880,09/25/2016,19:23:14,69448.8845707,None
8474bfee-a063-4dc0-9f8d-659fd7ece6c5,306488bc-3a09-4a8c-a43f-5f43e3383b98,01843912-f831-42ee-a520-eba936352437,04/21/2016,08:51:31,74174.1106448,None
d6f4c844-903d-4143-b214-5a6a5052192d,ec9b6231-e528-4014-a9c1-c54720df7b48,b43b0d2a-1006-4428-90a7-d7360217c62e,27/03/2017,06:03:15,69885.2759613,None
a50c18de-b5c1-42ba-9ef5-dfe1daf9ec13,49c14d6f-2bc8-4b4c-9c20-5f656db551f8,1b415908-3117-4485-acda-49ded2409b65,03/04/2015,09:43:22,59866.9807492,None
7352f092-9042-4c9d-8b1d-356021b32a69,2fdeb11f-1c1b-4c4c-92c2-e2098a3c9039,b1423af4-f086-430e-bc23-8b70650a8c2f,12/10/2016,23:06:36,51368.0571599,CAD
22bb4c10-955f-4623-ac5b-58e1b30cd514,399bf9f8-ada7-4443-be84-f7362062aad8,3be638d8-ba08-4381-9ecd-392173b27c45,08/10/2015,18:01:09,53568.2560015,None
adeed00e-5758-469b-bb5a-97ea8f2b7716,a5a0dadc-42e8-4982-934b-62d07e88044e,cd37c6c8-1aec-4a06-b187-71a47a72e5f4,04/08/2017,09:56:37,50025.421191,None
70f7c07c-77b1-463c-927f-51d596716ce3,b101c400-789c-4de8-8fb8-4fc56ef4fde7,9c576a0e-5463-4d95-a043-23bd99d7c162,08/12/2017,19:20:37,68637.9571389,None
b94e7b23-026e-4650-bc31-26bf3cbae742,c5b57b4e-411f-4fb3-bcf8-bbc9328dc9cd,633623b4-84f0-4417-b6c5-7624a5ae7725,25/12/2015,18:38:17,64984.0989097,None
e7e56997-4e9d-4df5-9bac-7c1123bef5be,cf0df7a8-1eb1-4bdb-b8e8-59d8b05ac9ca,a9cce91f-04c8-46d1-88a3-4aa004b12064,06/29/2017,08:34:20,50157.2274202,None
c63eb08f-4903-4624-914c-ff6c7f5f3fee,daa6ef8a-7b60-437d-9e1f-cb581b0a9394,98ff34b6-361d-467f-9286-fc96dbe6748a,19/17/2017,17:07:44,57848.3545544,None
bf3275ac-403f-4a03-8f57-5993e092cd94,98fb3a40-e86a-4591-a8b9-5eb71988eec9,dae22354-58a8-4c54-915b-0bc028d8837a,08/20/2015,20:31:42,50501.6216582,None
759f69d0-b827-429c-a450-ea877ff10175,e69e2003-f0ce-4571-85e8-535799baa9cc,827b5e73-b9f0-400c-be78-fa7b4e8fd0f6,08/12/2015,01:42:33,63950.4914605,None
5eee0bbe-ae54-4cb5-8b0b-ae93c5f3eced,86a2953f-8159-42e5-af88-5105932967c0,e494860d-4346-43de-b3e6-313fda39f395,27/06/2015,16:33:07,60495.6701305,None
bb53eac3-997e-49ba-83f1-e48588f2191f,f12628ef-823c-4642-b3f4-b16ce94aa5c6,b7b2df8a-23ef-404b-ab66-0b52339bd9e2,26/12/2017,11:05:22,83515.1471179,None
14233e8f-59ba-40e1-a71b-03e764e0820f,d65e9f89-ed2f-4f7f-9baf-751167c44f48,4e874efa-d20d-4f9a-a86f-01f8aaad3b86,12/21/2015,13:05:32,52332.3982739,TWD
ce1279ec-e815-4d09-b5f8-a3c2c81dab6b,c5d9bd52-4529-40b4-9ab7-a0ff73206c5b,de364418-5463-4df8-a15c-799f2f19affc,26/19/2017,23:22:08,50732.9978177,None
68846683-6c26-42e8-8625-326d4a8d20c8,1f139380-07c0-400b-b1b9-7dad00daf556,b4322b45-a5c3-40b9-a47e-e26552a2a0e2,03/17/2016,11:08:46,60911.2510531,XBB
6a3809af-0a8a-4a1b-a170-665b3279efa1,2f867e6a-0fde-4c36-807f-e408f5b089d6,053f75fd-afd6-4891-a842-ce0fe2a852b6,26/25/2015,21:26:51,76098.8763491,None
ba253f91-f1db-47a0-b7a8-99ee39858e34,9c143895-1ec2-4497-ac1f-1153c254f1e7,5a706c10-9d02-463a-807f-81247588dd3c,05/05/2016,06:09:30,68263.4336329,None
dd010a74-3c05-47be-8d4b-921a043175d1,312492ac-90db-46f2-a1ea-3df46ae85e3c,94239cd7-6ec9-4e30-9ed7-30ba982cefd8,05/20/2016,01:30:15,93256.4048788,None
787942eb-4a07-42f5-8a0d-37ed71f6a2c1,b3686ad3-973d-4a62-bdf4-aa7775af9042,0c9cc999-3db5-41ba-b5d7-3c139ff0d478,24/23/2015,19:00:32,50267.1378731,None
89cc5b69-9f21-4e52-9a7a-283d2cc04eb1,a48ff6bc-1673-4225-adfa-1711b7071b9e,bef88814-5880-480b-ba43-017019251c92,27/20/2015,23:54:46,61627.1029326,None
543b101c-87a9-4537-ab27-86cbddbdf968,fd7dc204-3322-4166-945a-3121161f7563,1010b1fb-cbf4-400c-889f-b68546de7fe2,27/30/2017,06:12:01,71690.8720097,None
9f7bc0f0-fe1e-4729-b364-f96943c85fcd,bbaef931-26a0-40b6-b942-49bcae1077c6,3fef08b9-9e58-4ea5-80bf-af5cc20c50c8,09/24/2015,15:43:53,83279.7960065,None
06cc7fee-a3e9-4957-951e-c79dc89e0d4f,c735a70a-ea8d-46a8-be2c-7120dbb7b83d,80b4e8bd-5825-4662-b4b0-f4f5c5cc3a89,05/30/2016,05:11:45,83699.4762834,None
f2e4ba36-5d76-47dd-93d7-19768877b329,19479800-e15b-46dd-aa1e-83b8e2f2e6d4,0066c410-0e66-451c-988a-f0c50eaa2e4e,17/13/2016,19:18:51,78585.6275937,None
cdee2334-ca1e-4810-8db2-1054194cd9c7,4166a56a-ab6d-40d3-8906-2dba4da6626d,da968a0d-b18a-4101-82b7-c8edf30ebc3c,24/27/2016,19:50:55,60819.5615182,None
ca59cc0c-dc2e-4259-b2a2-3b945c48ce51,a58d851b-da5a-4502-be39-ce5c6ae0ffe1,559dfcd7-757c-475e-b426-4cfb86de0fd7,11/24/2016,21:38:54,57941.3247621,None
fdd69eea-c912-4c84-9dac-263d1c8e50fe,2ae61367-4d03-4007-b15f-2ac35c72a6eb,faa0a91d-bc81-4460-9d4f-5a4f1e361562,07/10/2015,02:58:32,54511.1121827,None
b9a7541c-18db-4b7a-b774-c52819d2ccf2,e7003d84-a224-4c8c-9b64-284dd1c3536a,7cc1a913-6c3a-4cfe-a692-62b297c6ee11,27/17/2015,17:23:19,86849.5939764,None
afad5696-708c-4cfa-b51b-936c603e05f0,a619dcd4-09d2-4f09-8450-08e0a59057e8,65437286-b59c-4917-8a6d-91d2d19038f4,11/12/2015,06:02:01,88275.9648822,None
4d1ea3b6-8efb-498f-949b-6133f7818090,d443e314-8d72-48e9-803c-28958c69d19f,fa450856-e0fe-4c37-8d34-7237b23b5057,04/21/2015,15:20:53,50633.052327,None
07ebb486-b273-4952-9580-e91cd92e397b,e9e57f9a-8cff-4965-856a-df03888de948,82b3d115-bb2a-44e4-947a-8ff42e4fab22,11/14/2015,19:37:41,65992.2170565,None
05984532-fc7f-4eff-9453-3e481d4689f4,8204e728-d60c-4f1b-85c6-7c808c4d3cdb,f3a092ad-b460-4e5f-9a83-866f27e53305,27/12/2016,23:17:35,53476.4549736,None
5603a7f5-5489-4502-bbba-ccc1e1e52ea6,98e1f116-8d08-4d8c-b5e7-b4e2de43230f,0480f354-6f20-4980-85c5-3256e8a31ccc,06/19/2017,08:51:37,55331.6544803,None
85cd68a9-03df-4b71-a083-c06d18319937,fb02cd30-ee07-40bd-9f88-a0f57b5a1796,4135f035-ff2e-4e30-a1f9-ca973e4784bd,12/24/2017,17:27:12,88114.0414035,None
463d5609-43b4-4b7c-ad05-58694265adc5,7b02896c-c031-4492-b38c-e5d616407d0f,9d639a6c-6977-4240-b299-5e0b3061f896,10/14/2017,09:03:34,78689.3468407,None
4904eb86-3f60-491c-b6d2-4ca0c48fbd7f,1de5876f-5269-45d2-b0f1-9c0c8d9d6333,435e15b7-1250-4bc3-a5f9-f0f92b61446d,12/08/2017,22:08:59,76222.3321495,None
19f61e51-567b-4e3a-9830-b046cc0f64f0,04e44daf-5f6a-4a24-aba2-c975b1fe4c31,cec9676f-5cd7-462d-88b5-5ba921fd99fd,02/19/2015,01:46:20,51466.932383,XDR
eece14a7-f8c8-4abf-97e2-6a55dac3b741,2ad82509-9c32-4da7-a701-db53a4cf9d79,b8377862-7792-473d-9698-688335463c4e,26/18/2015,13:49:36,55531.6770987,None
d481d537-a4d6-4651-a906-7fc906967ea1,acd7c7dd-9a82-4ff1-be4e-a23a6f9cd3a9,61def6e3-b341-46ed-9a57-e8ddda1b4c6c,14/13/2015,15:47:48,50023.9978806,None
94ab4749-45e4-4320-8542-d54a6f5f4732,01683604-2c0a-4541-8cf5-a76b7660e40e,cb63f03d-2121-4d81-aa5f-08989a046fb1,27/27/2016,16:47:11,50551.9369379,None
5715e2b8-cb96-4294-8890-3088007bb834,04a9f2c9-0a19-4d6b-94b5-08b2793bb249,b9f694d3-a39c-4710-a110-d50d19f81808,03/30/2015,21:47:57,52295.7573237,None
17369b50-1f05-456f-8e11-490cdc30f74e,15cb127d-d5cb-444a-aafc-1762fb864e6c,2aa3b6d7-13c3-4aa0-9377-2a3f92ce42a6,10/12/2015,10:20:45,69657.7531238,None
360f6551-f45a-4fd9-844a-03e153751413,671cd21d-2ea4-4032-b960-69928a608ede,9b0fe8ee-9dd8-4a43-b487-856718fc7acd,09/20/2015,10:30:27,66627.8549292,None
b104dc8b-b6c0-4db7-8e42-feade2b1a8a6,7f58caea-1dea-48ff-8a9b-7c22efb71835,ab8e9ef2-fb50-4177-bab6-aa6734b64474,04/14/2016,12:08:05,59437.8470344,None
42fbe8c7-b858-46e1-bb3b-0c5873aa1e74,c5707bab-0f42-406c-8724-2aba78fa9c71,36f9022b-bc9e-4a34-9651-08f9eff32bd8,11/27/2017,23:57:52,64939.5028732,None
139993da-ca04-4b87-a1dd-ae565c76b246,b4621230-cf73-4d9f-b89f-27a8f81e4b38,8867b2fc-aa6e-4fb9-a378-3ff3009ab498,02/21/2016,03:38:45,52893.1579965,None
20ba630e-7aa6-4db9-ae1f-495f9c284f34,83b8b665-103c-403c-abc4-819712c7e59e,1e81a5f9-2483-4e17-a941-42faa2e94004,04/03/2017,02:51:24,69680.1649458,None
0e07159d-6971-491a-b67e-f5f6ed940a41,b0a7b7bb-d40b-4ac2-b7de-027b8983f3c5,7246780d-867d-4bce-a8a5-47401bd854c8,06/29/2015,03:42:09,77833.1257164,None
125b42a7-3e4d-42a7-85c7-58d045b53875,17fcacc6-88c1-4473-984f-e14dd336a225,2fd6de7a-9a55-4496-bf7a-d2f15743d222,25/27/2016,12:23:11,94097.7994785,None
0c465cc4-31aa-49ef-a3ea-2981f5a2eac3,7550a308-4d96-45c8-aa9b-0f6f7dd2fdb3,7e397216-a42a-4bc7-9cb6-57263810276a,06/13/2016,08:41:01,87968.9648246,DOP
87e1ac3d-54cd-47c3-94ca-a7327af38108,439504a4-2b98-40bc-b045-30acaab448e4,d6ef336b-c43b-45c0-8b18-edfff04882d6,12/27/2016,14:36:54,79492.1910588,None
21f90896-b690-44bb-8172-a75ded3af679,96d3421d-2964-4f5b-a45d-86633b6c17ae,d1d13e3e-abce-4f01-ae2d-0843ae46ded2,04/04/2017,15:52:44,51060.0824295,None
f3805975-a1c1-4194-bab4-c3d249dc32fa,3ce4f0a1-2137-4e71-bbb4-f96413df244b,fee034c4-c4e9-4669-935a-ce7cbde3d9c1,01/04/2015,22:31:13,56168.9406892,None
965af7dc-1e48-4e5b-a3fc-ca5f1d7627c2,f9af6503-520b-4a44-9ccc-7488d11693c2,6103effa-3ec9-44c8-921a-c9ccf2816c2f,26/09/2017,14:08:53,50449.8272522,None
7d74f13b-e404-4672-be52-44237117f30d,9f2b1f34-aea0-4a1c-8c3e-0ace174cc242,36a6427e-c16d-4714-96bb-ba8796628e87,27/02/2015,23:22:31,50969.2441692,None
969b70c9-0f64-4605-9649-4a18438b6205,1743d098-27ca-45e6-b782-a23e9dea9b6f,7583c964-166d-4a28-ba61-3efa7ed7c848,26/25/2017,22:58:45,74085.8263658,None
de06e71a-82b4-4f4d-8f6c-c844c2ef0a43,9ea4123b-d460-4648-9af3-305c3645815d,6ac0fd11-02e7-4d58-b65b-1e00cbe11209,24/24/2017,23:49:35,51236.1525799,None
1700ae69-5025-47c5-8bb5-93bf7f210314,daf3ba45-4781-4d1c-8be6-723a90860f01,7aa5eb6c-35de-4a99-81f7-424292977292,12/08/2015,20:18:01,60950.1414396,MZN
afc09476-af88-423a-8cd6-69fec5377425,4086333f-022d-495c-b621-869be4873399,febbee17-0762-48ef-b0eb-3d28d101439a,09/07/2017,03:04:44,55828.5770316,None
c6778c44-17be-4769-8ed3-7f62aac99fec,2fe7dccd-d021-44b2-a27b-d92960741a9a,77859155-9782-4066-bf6a-3a5de41809b6,04/25/2016,05:15:25,61916.7199446,None
948b979b-0218-4552-b672-0923317911cb,b9f426f4-a798-4c7b-b6f0-0fd60470eeca,cc3991ad-1dd4-4689-8e73-b04a244d7ca0,05/03/2016,02:34:33,57223.8759695,None
d084d89b-ae82-464a-a747-7ceea6a6b0ff,b66cee28-c506-4d52-977d-ac4ddb9b9d23,cfc78a8b-fca4-48c3-8edc-1d4a5a480e22,03/11/2015,12:39:10,69191.8563799,None
1aacaddd-a489-4305-b4b4-6c3465a7408f,c3913449-14d7-4063-b6f1-8835e73f65f1,bc556b17-8f0a-4995-b62c-94d0eefa87ba,05/22/2016,01:09:39,69982.7633389,None
6d1c9710-caed-41fd-807b-950f16b20a85,03ca4452-157a-4261-80d8-48650398d5ac,525282b5-fc51-40bf-8e37-0597996d0021,26/30/2017,22:50:52,89121.1496044,None
6cdba7dc-a276-433b-a8dc-6ce61825e1dd,9dd9efee-b491-4e0b-b001-962263ad1df4,5964d302-fc8b-4960-a79d-bcf66c4539f8,07/23/2017,23:04:22,63467.91305,None
c07a80a8-f8bb-4aad-9efb-e6d5d4f3b660,176344ce-fc92-416e-9b05-3471f8b893a0,e1df891c-bfc4-4904-8d92-78d8981a7fa2,06/10/2015,08:41:35,84519.8451334,None
